"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"U9VFU5VY","bookSection","2004","Müllenhoff, Marc; Handl, Monika; Knipping, Maria; Brückner, Helmut","The Evolution of Lake Bafa (Western Turkey) – Sedimentological, Microfaunal and Palynologigal Results","Geographie der Meere und Küsten","","","","","","2004","2021-10-26 13:43:56","2022-12-15 17:34:34","","55-66","","","","","","","Coastline Reports","1","","","","","","","","Literatursammlung Miletserver","","","","Citation Key: mullenhoff_EvolutionLakeBafa_2004","","","","Geologie; Verlandung; Bafa Gölü; 11 Geographie und Geophysik","","Schernewski, G.; Dolch, T.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4JAY2VEF","book","2005","Müllenhoff, Marc","Geoarchäologische, sedimemologische und morphodynamische Untersuchungen im Mündungsgebiet des Büyük Menderes (Mäander), Westtürkei","","","","","","","2005","2021-10-26 13:43:56","2022-12-15 17:34:29","","","","","","","","","Marburger Geographische Schriften","141","","","","Marburg","","","","Literatursammlung Miletserver","","","","Citation Key: mullenhoff_GeoarchaologischeSedimemologischeUnd_2005","","","","Mäander; Geologie; Verlandung; 11 Geographie und Geophysik","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4J7QEZGX","document","1998","Bay, Bilal; Schröder, Bernt","Human Induced Soil Erosion and Delta Progradation in the Grand Menderes Valley (SW-Turkey)","","","","","https://www.ruhr-uni-bochum.de/milet/in/geo-meandr/meander.pdf","","1998","2021-10-26 13:43:56","2022-12-15 17:35:10","","","","","","","","","","","","","Department of Geosciences, Ruhr-University Bochum","","","","","","","","","Citation Key: bay_HumanInducedSoil_1998","","","","Myus; Mäander; Verlandung; 11 Geographie und Geophysik","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DKI7GW4C","journalArticle","2003","Bay, Bilal; Schröder, Bernt; Yalçın, Ünsal","Antike Rohstoff-Reviere und Schiffstransporte als ""Marker"" für den Delta-Vorbau am ""Latmischen Golf""","Essener Geographische Arbeiten","","","","","","2003","2021-10-26 13:43:56","2022-12-15 17:43:09","","137-144","","","35","","","","","","","","","","","","","Literatursammlung Miletserver","","","","Citation Key: bay_AntikeRohstoffReviereUnd_2003","","","","Mäander; 11 Geographie und Geophysik","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2ZDFRUMA","journalArticle","1986","Brückner, Helmut","Man's impact on the evolution of the physical environment in the Mediterranean region in historical times","GeoJournal","","","","","Holocene fluvial and marine sediments have been found in many areas of the Mediterranean region. In Basilicata, for example, four periods of accumulation can be identified. Only the first one was climatically/eustatically caused, whereas the other three — dating from the Greek-Roman Epoch, the medieval times, and the last two centuries — owe their origin to man's activities (deforestation, farming etc.). The ecologically vulnerable environment (Mediterranean subtropics, easily erodable marls and clays, steep relief) was the main reason why man's influence on nature has had catastrophic effects (badland formation in the hinterland and on the valley slopes, enormous accumulations in the valleys and coastal plains).","1986","2021-10-26 13:43:56","2022-12-15 17:35:57","","7-17","","","13","","","","","","","","","","","","","Literatursammlung Miletserver","","","","Citation Key: bruckner_ManImpactEvolution_1986","","","","Verlandung; 11 Geographie und Geophysik","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"G9ZB2QV6","journalArticle","2014","Brückner, Helmut; Herda, Alexander; Müllenhoff, Marc; Rabbel, Wolfgang; Stümpel, Harald","On the Lion Harbour and other Harbours in Miletos: Recent Historical, Archaeological, Sedimentological, and Geophysical Research","Proceedings of the Danish Institute at Athens","","","","","","2014","2021-10-26 13:43:56","2022-12-15 17:33:48","","49-103","","","7","","ProcDanInstAth","","","","","","","","eng","","","Literatursammlung Miletserver","","","","Citation Key: bruckner_LionHarbourOther_2014","","","","Hafen; Lion Harbour; Löwenhafen; 11 Geographie und Geophysik; 07 Architektur; 07-08 Architektur: Häfen und maritime Infrastruktur","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Z7ASP5TD","journalArticle","2008","Brückner, Helmut; Müllenhoff, Marc","Zur Geoarchäologie im Areal der Friedhofskirche, in: Ph. Niewöhner, Sind die Mauern die Stadt? Vorbericht über die siedlungsgeschichtlichen Ergebnisse neuer Grabungen im spätantiken und byzantinischen Milet","Archäologischer Anzeiger","","","10.34780/m678-jf1f","","","2008","2021-10-26 13:43:56","2022-12-20 10:23:44","","199-200","","1","2008","","AA","","","","","","","","","","","Literatursammlung Miletserver","","","","Citation Key: bruckner_ZurGeoarchaologieIm_2008","","","","Kirche; 11 Geographie und Geophysik","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5XIKMTMN","journalArticle","2002","Brückner, Helmut; Müllenhoff, Marc; Handl, Monika; van der Borg, Klaas","Holocene Landscape Evolution of the Büyük Menderes Alluvial Plain in the Environs of Myous and Priene (Western Anatolia, Turkey)","Zeitschrift für Geomorphologie","","","","","","2002","2021-10-26 13:43:56","2022-12-15 17:34:45","","47-65","","","127","","","","","","","","","","","","","","","","","Citation Key: bruckner_HoloceneLandscapeEvolution_2002","","","","Mäander; Verlandung; 11 Geographie und Geophysik","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UDYZUSPB","bookSection","2009","Brückner, Helmut; Müllenhoff, Marc; Herda, Alexander","Auf Meersand gebaut – Landschaftswandel in Milet im Spiegel geoarchäologischer Zeugnisse","ZeitRäume. Milet in Kaiserzeit und Spätantike. Ausstellungskatalog Berlin","","","","","","2009","2021-10-26 13:43:56","2023-03-30 09:30:29","","18-23","","","","","","","","","","","Schnell & Steiner","Regensburg","","","","Literatursammlung Miletserver","","","","Citation Key: bruckner_AufMeersandGebaut_2009","","","","11 Geographie und Geophysik; Verlandung","","Dally, Ortwin; Maischberger, Martin; Schneider, Peter I.; Scholl, Andreas","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UVCENCSY","thesis","1997","Demirel, Filiz","Kombinierter Einsatz verschiedener Geo-/bodenphysikalischer Methoden und Modellrechnungen an einem antiken Wasserleitungssystem in Milet (Türkei)","","","","","","","1997","2021-10-26 13:43:56","2022-12-15 17:35:15","","","","","","","","","","","","","Christian-Albrechts-Universität zu Kiel","Kiel","","","Dissertation","","","","","Citation Key: demirel_KombinierterEinsatzVerschiedener_1997","","","","Mäander; Verlandung; 11 Geographie und Geophysik; 07 Architektur; 07-10 Architektur: Wasserversorgung","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"66Q6X4DL","journalArticle","2002","Engels, Johannes","Der verklagte Flußgott Mäander","Historia. Zeitschrift für Alte Geschichte","","","","","","2002","2021-10-26 13:43:56","2022-12-15 17:34:44","","192-205","","","51","","Historia","","","","","","","","","","","Literatursammlung Miletserver","","","","Citation Key: engels_VerklagteFlussgottMaander_2002","","","","Mäander; 11 Geographie und Geophysik; 10 politische Geschichte; 10-04 Geschichte: hellenistische Zeit","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XY6RYLWN","book","1997","Ercan, A","Miletus. Geophysical Investigations to Determine Deposition Rate and to Discover Hot Springs for Antic Baths","","","","","","","1997","2021-10-26 13:43:56","2022-12-15 17:35:14","","","","","","","","","","","","","","Istanbul","","","","","","","","Citation Key: ercan_MiletusGeophysicalInvestigations_1997","","","","11 Geographie und Geophysik","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9YAJLAA5","journalArticle","2019","Herda, Alexander; Brückner, Helmut; Müllenhoff, Marc; Knipping, Maria","From the Gulf of Latmos to Lake Bafa. On the History, Geoarchaeology, and Palynology of the Lower Maenader Valley at the Foot of the Latmos Mountains","Hesperia. The Journal of the American School of Classical Studies at Athens","","","10.2972/hesperia.88.1.0001","","Through a two-part approach, new light is shed on the evolution and history of Lake Bafa (modern Bafa Gölü in western Turkey) and its environs, the former regions of northwestern Karia and southern Ionia. This article both outlines the charter myths that the immigrant Greeks and indigenous Karians created to sanction their land ownership, and investigates the lake as a geo-bio-archive for the evolution of the landscape over the past millennia. In sum, a comprehensive anthropogeography of the lower Maeander delta region at the foot of the Latmos Mountains is presented.","2019","2021-10-26 13:43:56","2022-12-15 17:33:20","","1-86","","1","88","","Hesperia","","","","","","","","","","","Literatursammlung Miletserver","","","","Citation Key: herda_GulfLatmosLake_2019","","","","Latmos; Karien; Mäander; Verlandung; Bafa Gölü; Geoarchäologie; 11 Geographie und Geophysik","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RIYRTBQU","journalArticle","2008","Knipping, Maria; Müllenhoff, Marc; Brückner, Helmut","Human induced Landscape Changes around Bafa Gölü (western Turkey)","Vegetation History and Archaebotany","","","","","","2008","2021-10-26 13:43:56","2022-12-15 17:43:37","","365-380","","4","17","","","","","","","","","","","","","Literatursammlung Miletserver","","","","Citation Key: knipping_HumanInducedLandscape_2008","","","","Mäander; Verlandung; Bafa Gölü; 11 Geographie und Geophysik","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"L8EQG5GK","book","2019","","Landscapes and Landforms of Turkey","","978-3-030-03513-6 978-3-030-03515-0","","","","","2019","2021-10-26 13:43:56","2022-12-15 17:33:19","2021-01-06 15:20:59","","","","","","","","","","","","Springer International Publishing","Cham","","","","","","Crossref","","Citation Key: kuzucuoglu_LandscapesLandformsTurkey_2019","","","","Mäander; Verlandung; 02 Allgemeine Darstellungen / Topographie; 11 Geographie und Geophysik","","Kuzucuoğlu, Catherine; Çiner, Attila; Kazancı, Nizamettin","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3M74RBT4","bookSection","2003","Müllenhoff, Marc; Wullstein, Andrea; Brückner, Helmut","Holozäne Küstenverlagerung und paläogeographischer Wandel im Umfeld der antiken Städte Myous und Milet (Westanatolien / Türkei)","Aktuelle Ergebnisse der Küstenforschung","","","","","","2003","2021-10-26 13:43:56","2022-12-15 17:34:37","","151-163","","","","","","","","","","","","Kiel","","","","Literatursammlung Miletserver","","","","Citation Key: mullenhoff_HolozaneKustenverlagerungUnd_2003","","","","Geologie; Verlandung; 11 Geographie und Geophysik","","Daschkeit, A.; Sterr, H.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MH6KTLR5","journalArticle","1996","Schröder, Bernt; Bay, Bilal","Late Holocene Rapid Coastal Change in Western Anatolia – Büyük Menderes Plain as a Case History","Zeitschrift fur Geomorphologie, Supplementband","","","","","","1996","2021-10-26 13:43:56","2022-12-15 17:35:17","","61--70","","","102","","","","","","","","","","","","","","","","","Citation Key: schroder_LateHoloceneRapid_1996","","","","Mäander; Verlandung; 11 Geographie und Geophysik","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7NV6IDJ5","journalArticle","2007","Schröder, Bernt; Seifert, Martina","Naturräumliche Ausstattung und antropogene Effekte. Karische Küstensiedlungen (SW-Türkei) in geoarchäologischem Vergleich","Hefte des Archäologischen Seminars der Universität Bern","","","","","","2007","2021-10-26 13:43:56","2022-12-15 17:34:18","","93-102","","","20","","","","","","","","","","","","","Literatursammlung Miletserver","","","","Citation Key: schroder_NaturraumlicheAusstattungUnd_2007","","","","Myus; Karien; Mäander; Verlandung; 11 Geographie und Geophysik","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QRGS3JWR","journalArticle","1997","Stümpel, Harald; Bruhn, Carsten; Demirel, Filiz; Gräber, Michael; Panitzki, Michael; Rabbel, Wolfgang","Milet 1994–1995. Stand der geophysikalischen Messungen im Umfeld von Milet","Archäologischer Anzeiger","","","","","","1997","2021-10-26 13:43:56","2022-12-15 17:35:11","","124-134","","","1997/2","","AA","","","","","","","","","","","Literatursammlung Miletserver","","","","Citation Key: stumpel_Milet19941995_1997","","","","11 Geographie und Geophysik","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RLT5YHHY","journalArticle","2008","Stümpel, Harald; Erkul, Ercan","Geophysikalische Prospektion in Milet 2003–2005","Archäologischer Anzeiger","","","10.34780/b66g-a1w6","","","2008","2021-10-26 13:43:56","2022-12-20 10:23:12","","25-32","","2","2008","","AA","","","","","","","","","","","Literatursammlung Miletserver","","","","Citation Key: stumpel_GeophysikalischeProspektionMilet_2008","","","","Straßen; Straßenraster; 11 Geographie und Geophysik","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"G9R37S7R","journalArticle","2005","Stümpel, Harald; Wölz, Susanne; Musmann, Patrick; Rabbel, Wolfgang","Geophysikalische Prospektion in Milet. Arbeiten in den Kampagnen 2000–2002","Archäologischer Anzeiger","","","","","","2005","2021-10-26 13:43:56","2022-12-15 17:34:26","","183-194","","1","2005","","AA","","","","","","","","","","","","","","","Citation Key: stumpel_GeophysikalischeProspektionMilet_2005","","","","11 Geographie und Geophysik","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
